ESTADÍSTICO,ORIN,DESCRIPCIÓN,PRECIO REGULAR,PRECIO PLUS,PRECIO MEDIANO AYER,% DTO,ALERTA PRECIO 1,ALERTA PRECIO 2,IVA,PRECIO APP ,APP % DTO,VENTA Q REGULAR DIARIA,VENTA Q PROMO DIARIA,VENTA ESTIMADA DIARIA,ESTIMADO DE VENTA,ACELERACIÓN,VALOR ESTIMADO DE VENTA ,ESTIMADO CERCANIAS,GO,ALERTA FORECAST,CANTIDAD POR INNER,LOCALES ACTIVOS* Q INNER,ALERTA INNER,STOCK UNIDADES,ALERTA COMPRA,COSTO SIN IVA REGULAR,DESCUENTO COMPRA,COSTO SIN IVA OFERTA,VIGENCIA DESCUENTO,% SELL OUT,VENTA AL COSTO SIN IVA,COSTO FINAL CON PROMO,MARGEN GB1 PROMO,MARGEN GB1 TEÓRICO,INV PUNTOS PORCENTUALES,INVERSIÓN TATA,RETORNO ACUERDO,COSTO FINAL PROMO CON RETORNO,MARGEN GB2,Precio con 20% BBVA Comunidad Plus - OFERTATA,Status Comercial ,Observaciones,
263945000,1000055845,GALLETA RELLENA CHOCOLATE PORTEZUELO 110 GR,39,30,39,"23,08%",REVISAR,,22%,,"100,00%",148,383,86,1.200,"2,0",36.000,,,REVISAR,30,1.350,REVISAR,39,COMPRAR,"21,86","10,00%","$19,67",,,,"$19,67","19,99%","31,62%","-11,63%","-50,38%",,"$19,67","19,99%",24,PONER STATUS,,
263946000,1000055846,GALLETA RELLENA DULCE DE LECHE PORTEZUELO 110 GR,39,30,39,"23,08%",REVISAR,,22%,,"100,00%",129,187,86,1.200,"5,2",36.000,,,REVISAR,30,1.980,REVISAR,39,COMPRAR,"21,86","10,00%","$19,67",,,,"$19,67","19,99%","31,62%","-11,63%","-50,38%",,"$19,67","19,99%",24,PONER STATUS,,
262247000,1000496252,URUGUAYITAS EL TRIGAL MINI 100 G,45,30,45,"33,33%",,,22%,,"100,00%",56,228,1.071,15.000,"9,9",450.000,,,REVISAR,32,2.592,,45,COMPRAR,"25,39",,"$25,39",,8%,,"$23,36","5,01%","31,16%","-26,16%","-78,47%",,"$23,36","5,01%",24,PONER STATUS,,
262249000,1000496254,CHIQUILIN CHOCOLATE EL TRIGAL 54 GR,45,30,45,"33,33%",REVISAR,,22%,,"100,00%",536,342,536,7.500,"7,1",225.000,,,REVISAR,92,7.452,,45,COMPRAR,"24,21",,"$24,21",,8%,,"$22,27","9,42%","34,36%","-24,94%","-74,83%",,"$22,27","9,42%",24,PONER STATUS,,
260780000,1000436723,PALITOS NEGRITOS EL TRIGAL 70 G,45,30,45,"33,33%",,,22%,,"100,00%",170,257,750,10.500,"3,2",315.000,,,REVISAR,40,3.240,,45,COMPRAR,"25,39",,"$25,39",,8%,,"$23,36","5,01%","31,16%","-26,16%","-78,47%",,"$23,36","5,01%",24,PONER STATUS,,
252903000,1000052151,AVENA LAMINADA PURITAS PAQUETE 200 GR,40,30,45,"25,00%",,,22%,,"100,00%",67,83,107,1.500,"1,7",45.000,,,,12,852,,45,COMPRAR,"23,57",8%,"$21,68",,,,"$21,68","11,82%","28,11%","-16,29%","-65,18%",,"$21,68","11,82%",24,PONER STATUS,,
264554000,1000055942,GALLETA CRACKERS CLASICA 110.00 G,45,30,45,"33,33%",,,22%,,"100,00%",51,433,429,6.000,"31,7",180.000,,,,24,1.944,,45,COMPRAR,"24,46","20,00%","$19,57",,,,"$19,57","20,42%","33,69%","-13,26%","-39,79%",,"$19,57","20,42%",24,PONER STATUS,,
,,COMBO 2x60,,,,0,,,22%,,0,,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,0,PONER STATUS,,
255174000,1000501040,CEREALES ESFERAS RIO DE LA PLATA ACHOCOLATADAS 30 GR,39,30,39,"23,08%",,,22%,,"100,00%",25,,86,1.200,,36.000,,,,12,972,,39,COMPRAR,"13,36","15,00%","$11,36",,,,"$11,36","53,82%","58,21%","-4,39%","-19,02%",,"$11,36","53,82%",24,PONER STATUS,,
255177000,1000501053,CEREALES RIO DE LA PLATA ANILLOS FRUTADOS 30 GR,39,30,39,"23,08%",,,22%,,"100,00%",31,26,107,1.500,"2,9",45.000,,,REVISAR,12,972,,39,COMPRAR,"13,36","15,00%","$11,36",,,,"$11,36","53,82%","58,21%","-4,39%","-19,02%",,"$11,36","53,82%",24,PONER STATUS,,
,,COMBO 2x40,,,,0,,,22%,,0,,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,0,PONER STATUS,,
251708000,1000375530,"YERBA SARA COMPUESTA 100 G,",25,20,20,"20,00%",,REVISAR,10%,,"100,00%",151,335,214,3.000,"3,0",60.000,,,,25,2.025,,20,COMPRAR,"16,53","5,00%","$15,70",,,,"$15,70","13,63%","27,27%","-13,64%","-68,19%",,"$15,70","13,63%",16,PONER STATUS,,
251699000,1000375528,"YERBA SARA EXTRA SUAVE 70 G,",24,20,22,"16,67%",,,10%,,"100,00%",53,129,139,1.950,"1,4",39.000,,,,20,1.620,,22,COMPRAR,"14,40","5,00%","$13,68",,,,"$13,68","24,76%","34,00%","-9,24%","-55,44%",,"$13,68","24,76%",16,PONER STATUS,,
251702000,1000375529,"YERBA SARA TRADICIONAL 70 G,",24,20,22,"16,67%",REVISAR,,10%,,"100,00%",23,74,118,1.650,"1,6",33.000,,,,20,1.620,,22,COMPRAR,"14,40","5,00%","$13,68",,,,"$13,68","24,76%","34,00%","-9,24%","-55,44%",,"$13,68","24,76%",16,PONER STATUS,,
253117000,1000052290,TE SAINT 10 UD,40,30,40,"25,00%",,,22%,,"100,00%",74,159,214,3.000,"2,5",90.000,,,,36,2.916,,40,COMPRAR,"23,27","20,00%","$18,62",,,,"$18,62","24,29%","29,03%","-4,73%","-18,93%",,"$18,62","24,29%",24,PONER STATUS,,
255058000,1000470622,CEREALES ZUCARITAS BOLSA 39 G,45,30,45,"33,33%",,,22%,,"100,00%",,25,75,1.050,"5,1",31.500,,,REVISAR,60,0,,45,COMPRAR,"25,80","8,00%","$23,74",,,,"$23,74","3,47%","30,05%","-26,58%","-79,74%",,"$23,74","3,47%",24,PONER STATUS,,
255060000,1000470631,CEREALES CHOCO KRISPIS KELLOGG S BOLSA 39 G,45,30,45,"33,33%",,,22%,,"100,00%",,37,75,1.050,"6,2",31.500,,,REVISAR,60,0,,45,COMPRAR,"25,80","8,00%","$23,74",,,,"$23,74","3,47%","30,05%","-26,58%","-79,74%",,"$23,74","3,47%",24,PONER STATUS,,
253284000,1000052420,CAFE CON LECHE 3 EN 1 BRACAFE 17 G 1,35,20,35,"42,86%",,,22%,,"100,00%",373,172,250,3.500,"1,1",70.000,,,REVISAR,6,486,,35,COMPRAR,"18,32",,"$18,32",,20%,,"$14,66","10,60%","36,14%","-25,54%","-59,60%",,"$14,66","10,60%",16,PONER STATUS,,
253076000,1000052258,CAFE AGUILA STICK X8 ,35,25,,"28,57%",,,,,,234,682,3.571,50000,"4,1",1.250.000,,,REVISAR,120,9.720,,35,COMPRAR,"19,39",20%,"$15,51",,,,"$15,51","37,95%","44,60%","-6,65%","-23,27%","14,30%","$13,29","46,82%",20,,,
251341000,1000050986,DULCE MEMBRILLO LA NENA 300G 1,39,30,39,"23,08%",,,22%,,"100,00%",223,697,393,5.500,"3,1",165.000,,,,30,2.160,,39,COMPRAR,"18,46",,"$18,46",,,,"$18,46","24,93%","42,25%","-17,32%","-75,07%",,"$18,46","24,93%",24,PONER STATUS,,
255023000,1000469149,LECHE EN POLVO ENTERA STICK SAINT 2 X 20 G,62,30,62,"51,61%",,,22%,,"100,00%",9,120,75,1.050,"7,3",31.500,,,,50,4.000,REVISAR,62,COMPRAR,"45,93","50,00%","$22,97",,,,"$22,97","6,61%","9,62%","-3,01%","-5,84%",,"$22,97","6,61%",24,PONER STATUS,,
255022000,1000469148,LECHE EN POLVO SAINT DESCREMADA STICK 2 X 20 G,62,30,62,"51,61%",,,22%,,"100,00%",11,116,75,1.050,"10,1",31.500,,,,50,4.000,REVISAR,62,COMPRAR,"45,93","50,00%","$22,97",,,,"$22,97","6,61%","9,62%","-3,01%","-5,84%",,"$22,97","6,61%",24,PONER STATUS,,
253256000,1000052399,CAPPUCCINO SAINT VAINILLA 2 UD,51,30,55,"41,18%",,,22%,,"100,00%",149,375,536,7.500,"3,7",225.000,,,,50,3.750,,55,COMPRAR,"21,63","38,00%","$13,41",,,,"$13,41","45,46%","48,26%","-2,79%","-6,79%",,"$13,41","45,46%",24,PONER STATUS,,
253263000,1000052404,CAPPUCCINO SAINT CHOCOLATE 2 UD,51,30,55,"41,18%",,,22%,,"100,00%",119,433,536,7.500,"3,7",225.000,,,,50,4.050,,55,COMPRAR,"21,63","38,00%","$13,41",,,,"$13,41","45,46%","48,26%","-2,79%","-6,79%",,"$13,41","45,46%",24,PONER STATUS,,
255131000,1000495733,CAPPUCCINO SAINT LIGHT CAJA X 2 U,51,30,55,"41,18%",,,22%,,"100,00%",97,250,321,4.500,"13,6",135.000,,,,50,3.600,,55,COMPRAR,"21,63","38,00%","$13,41",,,,"$13,41","45,46%","48,26%","-2,79%","-6,79%",,"$13,41","45,46%",24,PONER STATUS,,
250288000,1000050350,ENDULZANTE SWEETLIFE X 20 SOBRES 1.00 U 1,79,35,79,"55,70%",,,22%,,"100,00%",95,544,550,7.700,"10,4",269.500,,,,50,4.050,,79,COMPRAR,"51,32","59,00%","$21,04",,,,"$21,04","26,66%","20,75%","5,91%","10,61%",,"$21,04","26,66%",28,PONER STATUS,,
251097000,1000143657,EDULCORANTE LIQUIDO SWEETLIFE 50 ML. 1,89,40,87,"55,06%",,,22%,,"100,00%",69,70,102,1.430,"1,3",57.200,,,,15,1.185,,87,COMPRAR,"71,57","54,00%","$32,92",,,,"$32,92","-0,41%","1,89%","-2,31%","-4,19%",,"$32,92","-0,41%",32,PONER STATUS,,
261065000,1000055172,TOSTADA BAUDUCCO ORIGINAL 120 G,45,40,45,"11,11%",,,22%,,"100,00%",410,608,86,1.200,"24,3",48.000,,,REVISAR,24,1.944,REVISAR,45,COMPRAR,"20,00",,"$20,00",,,,"$20,00","39,00%","45,78%","-6,78%","-61,00%",,"$20,00","39,00%",32,PONER STATUS,,
261066000,1000055173,TOSTADA BAUDUCCO INTEGRAL 120 G,45,40,45,"11,11%",,,22%,,"100,00%",380,641,86,1.200,"23,9",48.000,,,REVISAR,24,1.944,REVISAR,45,COMPRAR,"20,00",,"$20,00",,,,"$20,00","39,00%","45,78%","-6,78%","-61,00%",,"$20,00","39,00%",32,PONER STATUS,,
255158000,1000497306,CAFE GLASEADO MOLIDO MANZANAREZ 50 G,69,45,50,"34,78%",,REVISAR,22%,,"100,00%",8,20,393,5.500,"1,7",247.500,,,REVISAR,80,0,,50,COMPRAR,"59,23","39,00%","$36,13",,,,"$36,13","2,05%","-4,73%","6,77%","19,47%",,"$36,13","2,05%",36,PONER STATUS,,
256417000,1000053610,TE LA VIRGINIA DURAZNO 10 UD,75,50,65,"33,33%",,REVISAR,22%,,"100,00%",3,,71,1.000,"2,8",50.000,,,,12,168,,65,COMPRAR,"40,57","10,00%","$36,51",,,,"$36,51","10,91%","34,01%","-23,10%","-69,29%",,"$36,51","10,91%",40,PONER STATUS,,
256419000,1000053612,TE LA VIRGINIA FRUTILLA 10 UD,75,50,65,"33,33%",,REVISAR,22%,,"100,00%",4,9,71,1.000,"1,3",50.000,,,REVISAR,12,168,,65,COMPRAR,"40,57","10,00%","$36,51",,,,"$36,51","10,91%","34,01%","-23,10%","-69,29%",,"$36,51","10,91%",40,PONER STATUS,,
253118000,1000052291,TE LA VIRGINIA VERDE 10 UD,75,50,78,"33,33%",,,22%,,"100,00%",8,,71,1.000,"1,4",50.000,,,,12,900,,78,COMPRAR,"36,32","10,00%","$32,69",,,,"$32,69","20,24%","40,92%","-20,68%","-62,03%",,"$32,69","20,24%",40,PONER STATUS,,
254983000,1000462027,PEP RUEDITAS 35 G,35,$30,35,"14,29%",,,22%,,"100,00%",128,1.717,932,13.050,"24,7",391.500,,,,66,5.346,,35,COMPRAR,"20,64",,"$20,64",,,269.352,"$20,64","16,06%","28,05%","-11,99%","-83,94%","19,50%","$16,62","32,43%",$24,PONER STATUS,,
256080000,1000053429,MANI PELADO MANIX 50 GR,35,$30,35,"14,29%",REVISAR,,22%,,"100,00%",217,1.581,1.000,14.000,"2,5",420.000,,,,100,8.100,,35,COMPRAR,"20,64",,"$20,64",,,288.960,"$20,64","16,06%","28,05%","-11,99%","-83,94%","19,50%","$16,62","32,43%",$24,PONER STATUS,,
253800000,1000436450,FELIX SENSACIONES DEATUNENSALSA15X85GXI [85 GR],$56,$40,56,"28,57%",,,22%,,"100,00%",98,,57,800,,32.000,,,,15,1.140,REVISAR,56,COMPRAR,"30,19",,"$30,19",,,24.152,"$30,19","7,92%","34,23%","-26,31%","-92,08%","14,50%","$25,81","21,27%",$32,PONER STATUS,,
NUEVO,NUEVO,FELIX Sabor Carne 15x85g XI,$56,$40,,"28,57%",,,22%,,"100,00%",,,71,1.000,,40.000,,,,,0,,,COMPRAR,"30,19",,"$30,19",,,30.190,"$30,19","7,92%","34,23%","-26,31%","-92,08%","14,50%","$25,81","21,27%",$32,PONER STATUS,,
NUEVO,NUEVO,FELIX Sabor Salmon 15x85g XI,$56,$40,,"28,57%",,,22%,,"100,00%",,,43,600,,24.000,,,,,0,,,COMPRAR,"30,19",,"$30,19",,,18.114,"$30,19","7,92%","34,23%","-26,31%","-92,08%","14,50%","$25,81","21,27%",$32,PONER STATUS,,
NUEVO,NUEVO,FELIX Classic Gatitos con Pesc15x85gXI,$56,$40,,"28,57%",,,22%,,"100,00%",,,57,800,,32.000,,,,,0,,,COMPRAR,"30,19",,"$30,19",,,24.152,"$30,19","7,92%","34,23%","-26,31%","-92,08%","14,50%","$25,81","21,27%",$32,PONER STATUS,,
253846000,1000436512,PAPAS FRITAS PORTEZUELO 45 G,$56,$40,45,"28,57%",,REVISAR,22%,,"100,00%",333,900,857,12.000,"2,5",480.000,,,,20,1.620,,45,COMPRAR,"24,26",,"$24,26",,,291.120,"$24,26","26,01%","47,15%","-21,14%","-73,99%","25,50%","$18,07","44,88%",$32,PONER STATUS,,
260632000,1000054834,ALFAJOR PORTEZUELO SOFT 40 GR,30,$25,30,"16,67%",,,22%,,"100,00%",164,327,429,6.000,"0,8",150.000,,,,18,1.458,,30,COMPRAR,"16,73",,"$16,73",,,100.380,"$16,73","18,36%","31,96%","-13,61%","-81,64%","25,50%","$12,46","39,18%",$20,PONER STATUS,,
260649000,1000054846,ALFAJOR PORTEZUELO CHOCOLATE 40 GR,30,$25,30,"16,67%",,,22%,,"100,00%",403,1.015,1.571,22.000,"0,3",550.000,,,,18,1.458,,30,COMPRAR,"16,73",,"$16,73",,,368.060,"$16,73","18,36%","31,96%","-13,61%","-81,64%","25,50%","$12,46","39,18%",$20,PONER STATUS,,
260650000,1000054847,ALFAJOR PORTEZUELO NIEVE 40 GR,30,$25,28,"16,67%",,,22%,,"100,00%",209,486,1.071,15.000,"0,5",375.000,,,REVISAR,18,1.458,,28,COMPRAR,"16,73",,"$16,73",,,250.950,"$16,73","18,36%","31,96%","-13,61%","-81,64%","25,50%","$12,46","39,18%",$20,PONER STATUS,,
260651000,1000054848,ALFAJOR PORTEZUELO CHOCOLATE BLANCO 40 GR,30,$25,28,"16,67%",,,22%,,"100,00%",183,420,357,5.000,"0,4",125.000,,,,18,1.458,,28,COMPRAR,"16,73",,"$16,73",,,83.650,"$16,73","18,36%","31,96%","-13,61%","-81,64%","25,50%","$12,46","39,18%",$20,PONER STATUS,,
260657000,1000054852,ALFAJOR TRIPLE PORTEZUELO CHOCOLATE 60 GR,45,$30,45,"33,33%",,,22%,,"100,00%",219,468,536,7.500,"1,6",225.000,,,,12,972,,45,COMPRAR,"21,58",,"$21,58",,,161.850,"$21,58","12,24%","41,49%","-29,25%","-87,76%","25,50%","$16,08","34,62%",$24,PONER STATUS,,
260658000,1000054853,ALFAJOR TRIPLE PORTEZUELO CHOCOLATE BLANCO 60 GR,45,$30,45,"33,33%",,,22%,,"100,00%",110,261,479,6.700,"1,6",201.000,,,,12,972,,45,COMPRAR,"21,58",,"$21,58",,,144.586,"$21,58","12,24%","41,49%","-29,25%","-87,76%","25,50%","$16,08","34,62%",$24,PONER STATUS,,
261345000,1000115180,ALFAJOR TRIPLE PORTEZUELO NIEVE 60 GR,45,$30,45,"33,33%",,,22%,,"100,00%",24,106,250,3.500,"2,0",105.000,,,REVISAR,12,324,,45,COMPRAR,"21,58",,"$21,58",,,75.530,"$21,58","12,24%","41,49%","-29,25%","-87,76%","25,50%","$16,08","34,62%",$24,PONER STATUS,,
260614000,1000054821,ALFAJOR EXTRA DULCE DE LECHE BLACK PORTEZUELO 55 GR,39,$30,43,"23,08%",,,22%,,"100,00%",62,299,321,4.500,"2,9",135.000,,,,18,1.458,,43,COMPRAR,"21,75",,"$21,75",,,97.875,"$21,75","11,55%","31,96%","-20,41%","-88,45%","25,50%","$16,20","34,10%",$24,PONER STATUS,,
,,2X35,,,,0,,,22%,,0,,,0,,,0,,,,,0,,,,,,"$0,00",,,0,"$0,00",#DIV/0!,#DIV/0!,,,"25,50%","$0,00",#DIV/0!,$0,PONER STATUS,,
253908000,1000052868,LEVADURA SECA SAF-INSTANT 10 GR,30,"$17,50",30,"41,67%",,,22%,,"100,00%",296,990,6.429,90.000,"24,2",1.575.000,,,REVISAR,20,1.620,,30,COMPRAR,"14,75",,"$14,75",,,1.327.500,"$14,75","-2,83%","40,02%","-42,85%","-102,83%","25,50%","$10,99","23,39%","$14,00",PONER STATUS,,
260232000,1000054530,CONFITES CROCANTES BIBS 40G.,45,$40,45,"11,11%",,,22%,,"100,00%",,27,250,3.500,"3,9",140.000,,,REVISAR,18,1.332,,45,COMPRAR,"26,00",,"$26,00",,,91.000,"$26,00","20,70%","29,51%","-8,81%","-79,30%","20,10%","$20,77","36,64%",$32,PONER STATUS,,
260233000,1000054531,CROCANTE DE ARROZ BIBIS FRUT CUBIERT 40G.,45,$40,45,"11,11%",,,22%,,"100,00%",,36,250,3.500,"2,7",140.000,,,REVISAR,18,1.332,,45,COMPRAR,"26,00",,"$26,00",,,91.000,"$26,00","20,70%","29,51%","-8,81%","-79,30%","20,10%","$20,77","36,64%",$32,PONER STATUS,,
260223000,1000054522,PASAS BIB'S CON CHOCOLATE 40 G,45,$40,45,"11,11%",,,22%,,"100,00%",2,62,250,3.500,"4,4",140.000,,,REVISAR,18,1.332,,45,COMPRAR,"26,00",,"$26,00",,,91.000,"$26,00","20,70%","29,51%","-8,81%","-79,30%","20,10%","$20,77","36,64%",$32,PONER STATUS,,
260234000,1000054532,CROCANTE DE ARROZ BIBIS CHOCO L 40G,45,$40,45,"11,11%",,,22%,,"100,00%",,34,250,3.500,"4,1",140.000,,,REVISAR,18,1.332,,45,COMPRAR,"26,00",,"$26,00",,,91.000,"$26,00","20,70%","29,51%","-8,81%","-79,30%","20,10%","$20,77","36,64%",$32,PONER STATUS,,
261612000,1000460920,TABLETA STICKADINHO NEUGEBAUER 70 G,65,$50,51,"23,08%",REVISAR,REVISAR,22%,,"100,00%",,,143,2.000,,100.000,,,,12,888,,51,COMPRAR,"37,53",,"$37,53",,,75.060,"$37,53","8,43%","29,56%","-21,13%","-91,57%","20,10%","$29,99","26,83%",$40,PONER STATUS,,
261598000,1000460918,TABLETA NAPOLITANO NEUGEBAUER 70 G,65,$50,51,"23,08%",REVISAR,REVISAR,22%,,"100,00%",,5,143,2.000,"0,8",100.000,,,REVISAR,12,888,,51,COMPRAR,"37,53",,"$37,53",,,75.060,"$37,53","8,43%","29,56%","-21,13%","-91,57%","20,10%","$29,99","26,83%",$40,PONER STATUS,,
261953000,1000279311,BARRA CEREAL NUTRY CON FRUTOS FROJOS X 3 UNIDADES.,65,$50,63,"23,08%",,,22%,,"100,00%",20,40,193,2.700,"5,7",135.000,,,REVISAR,24,1.080,,63,COMPRAR,"33,92",,"$33,92",,,91.584,"$33,92","17,24%","36,33%","-19,10%","-82,76%","20,10%","$27,10","33,87%",$40,PONER STATUS,,
261954000,1000280011,BARRA CEREAL NUTRY AVELLANA Y CHOCOLATE X 3 UNIDADES,60,$50,61,"16,67%",,,22%,,"100,00%",12,25,157,2.200,"4,9",110.000,,,REVISAR,24,528,,61,COMPRAR,"33,92",,"$33,92",,,74.624,"$33,92","17,24%","31,03%","-13,79%","-82,76%","20,10%","$27,10","33,87%",$40,PONER STATUS,,
261955000,1000280012,BARRA CEREAL NUTRY FRUTILLA Y CHOCOLATE X 3 UNIDADES,46,$50,55,"-8,70%",,,22%,,"100,00%",11,51,214,3.000,"3,0",150.000,,,REVISAR,24,432,,55,COMPRAR,"33,92",,"$33,92",,,101.760,"$33,92","17,24%","10,04%","7,20%","-82,76%","20,10%","$27,10","33,87%",$40,PONER STATUS,,
261501000,1000055465,CONFITES DE CHOCOLATE ROCKLETS 40 GR,45,$40,40,"11,11%",REVISAR,REVISAR,22%,,"100,00%",698,1.216,214,3.000,"1,9",120.000,,,REVISAR,18,1.350,,40,COMPRAR,,,"$0,00",,,0,"$0,00","100,00%","100,00%","0,00%","0,00%","20,10%","$0,00","100,00%",$32,PONER STATUS,,
NUEVO,NUEVO,SNACK BAGUETINES ORIGINAL 70G,59,$45,,"23,73%",,,22%,,"100,00%",,,86,1.200,,54.000,,,,,0,,,COMPRAR,"30,86",,"$30,86",,,37.032,"$30,86","16,34%","36,19%","-19,85%","-83,66%","29,30%","$21,82","40,85%",$36,PONER STATUS,,
NUEVO,NUEVO,SNACK BAGUETINES PIZZA 70G,59,$45,,"23,73%",,,22%,,"100,00%",,,86,1.200,,54.000,,,,,0,,,COMPRAR,"30,86",,"$30,86",,,37.032,"$30,86","16,34%","36,19%","-19,85%","-83,66%","29,30%","$21,82","40,85%",$36,PONER STATUS,,
NUEVO,NUEVO,SNACK BAGUETINES JAMON 70G,59,$45,,"23,73%",,,22%,,"100,00%",,,86,1.200,,54.000,,,,,0,,,COMPRAR,"30,86",,"$30,86",,,37.032,"$30,86","16,34%","36,19%","-19,85%","-83,66%","29,30%","$21,82","40,85%",$36,PONER STATUS,,
NUEVO,NUEVO,SNACK BAGUETINES QUESO 70G,59,$45,,"23,73%",,,22%,,"100,00%",,,86,1.200,,54.000,,,,,0,,,COMPRAR,"30,86",,"$30,86",,,37.032,"$30,86","16,34%","36,19%","-19,85%","-83,66%","29,30%","$21,82","40,85%",$36,PONER STATUS,,
,,,,,,0,,,22%,,0,,,0,,,0,,,,,0,,,,,,"$0,00",,,0,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,0,PONER STATUS,,
,,BEBIDAS,,,,0,,,22%,,0,,,0,,,0,,,,,0,,,,,,"$0,00",,,0,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,0,PONER STATUS,,
,,CERVEZAS,,,,0,,,,,,,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,"$0,00",,,
241057000,1000455349,CERVEZA ITAIPAVA LATA 473 ML,"$59,00","$50,00",59,"15,25%",,,22%,,"100,00%",166,459,532,7.448,"1,2",372.400,,,,12,864,,59,COMPRAR,"34,80",,"$34,80",,"5,00%",259.190,"$33,06","19,33%","28,04%","-8,71%","-57,08%",,"$33,06","19,33%","$40,00",PONER STATUS,,
240481000,1000115080,CERVEZA WIERQUER LATA 330 ML,"$49,00","$40,00",49,"18,37%",,,22%,,"100,00%",869,1.193,1.272,17.808,"1,7",712.320,,,,24,1.872,,49,COMPRAR,"16,20",,"$16,20",,,288.490,"$16,20","50,59%","59,67%","-9,08%","-49,41%",,"$16,20","50,59%","$32,00",PONER STATUS,,
,,REFRESCOS ,,,,0,,,,,,,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,"$0,00",,,
,,7 Up sin azúcar  0.5L. x 12 y Pepsi Black 500 x6 PET $50,"$60,00","$50,00",,"16,67%",,,22%,,"100,00%",,,0,,,0,,,,,0,,,,,,"$0,00",,,0,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%","$40,00",PONER STATUS,,
247616000,1000049787,REFRESCO SEVEN UP BOTELLA 500 ML,"$60,00","$50,00",64,"16,67%",,,22%,,"100,00%",40,55,53,742,"4,0",37.100,,,,12,972,REVISAR,64,COMPRAR,"32,56",,"$32,56",,"16,67%",24.160,"$27,13","33,80%","33,79%","0,00%","0,02%",,"$27,13","33,80%","$40,00",PONER STATUS,,
240726000,1000048510,REFRESCO COLA PEPSI BLACK 500 ML,"$60,00","$50,00",64,"16,67%",,,22%,,"100,00%",91,129,123,1.722,"1,7",86.100,,,,12,960,,64,COMPRAR,"32,56",,"$32,56",,"16,67%",56.068,"$27,13","33,80%","33,79%","0,00%","0,02%",,"$27,13","33,80%","$40,00",PONER STATUS,,
,,NIX 3X2,"$117,00","$75,00",,"35,90%",,,22%,,"100,00%",,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%","$60,00",PONER STATUS,,
241213000,1000456732,REFRESCO NIX COLA 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",172,164,62,861,"3,4",21.525,,,REVISAR,12,804,,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
241221000,1000456740,REFRESCO NIX COLA CERO 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",48,71,16,220,"2,5",5.500,,,REVISAR,12,804,REVISAR,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
241219000,1000456739,REFRESCO NIX DE LIMA LIMON 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",82,75,27,373,"3,2",9.325,,,REVISAR,12,804,REVISAR,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
241217000,1000456738,REFRESCO NIX POMELO 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",52,68,25,347,"1,8",8.675,,,REVISAR,12,804,REVISAR,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
241216000,1000456737,REFRESCO NIX MANDARINA 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",22,21,17,238,"0,9",5.950,,,REVISAR,12,804,REVISAR,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
241223000,1000456747,REFRESCO NIX GUARANA 500 ML,"$39,00","$25,00",39,"35,90%",,,22%,,"100,00%",79,125,15,206,"3,6",5.150,,,REVISAR,12,804,REVISAR,39,COMPRAR,"26,21",,"$26,21",,"17,00%",,"$21,75","-6,16%","18,01%","-24,17%","-67,33%",,"$21,75","-6,16%","$20,00",PONER STATUS,,
,,JUGOS,,,,0,,,,,,,,0,,,0,,,,,0,,,,,,"$0,00",,,,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,"$0,00",,,
